id,question,gold_program,gold_answer,program_step1,program_step2
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QA8,Doanh thu dự kiến từ dự án DQSC chiếm bao nhiêu phần trăm trong tổng doanh thu dự phóng của năm 2020?,"divide(26400, 95362)",0.27684,"divide(26400, 95362), multiply(#0, 100)","multiply(divide(26400, 95362), 100)"
PKG/2013/page_88.pdf-1,"Tính đến ngày 31 tháng 12 năm 2013, tỷ lệ của các kế hoạch bồi thường cổ phần được phê duyệt bởi các cổ đông còn lại chưa phát hành so với số lượng sẽ phát hành khi thực hiện quyền của các cổ phiếu đang lưu hành là bao nhiêu?","divide(2140954, 151945)",14.09032,"divide(2140954, 151945)
```

Kết quả sẽ là:
```plaintext","divide(2140954, 151945)"
masvn/2020/2020053-200427_VCB_1Q20_review_vn/page_1_QB4,Tính tỷ lệ tăng trưởng lợi nhuận sau thuế từ năm 2019 đến dự báo năm 2020 (tỷ đồng).,"subtract(19296, 18511), divide(#0, 18511)",0.04241,"subtract(23210, 19296), divide(#0, 19296)","subtract(23210, 19296), divide(#0, 19296)"
L/2009/page_84.pdf-1,Tỷ lệ tăng trưởng của cổ phiếu phổ thông Loews từ ngày 31 tháng 12 năm 2004 đến năm 2009 là bao nhiêu?,"divide(160.62, 100)",1.6062,"subtract(160.62, 100.00), divide(#0, 100.00)
```

Kết quả sẽ là:

```plaintext","subtract(160.62, 100), divide(#0, 100)"
GS/2013/page_149.pdf-3,"Tính bằng triệu đô la cho năm 2013 và 2012, mức nợ ròng tối đa từ các hợp đồng phái sinh theo thỏa thuận song phương là bao nhiêu?","table_max(nợ phái sinh ròng theo các thỏa thuận song phương, none)",27885.0,"min(22176, 18178), subtract(22176, #0)
min(27885, 24296), subtract(27885, #0)","subtract(22176, 18178), multiply(#0, -1), subtract(18178, 22176), multiply(#1, -1), subtract(#0, #1), multiply(#2, -1), subtract(22176, #3)
subtract(27885, 24296), multiply(#0, -1), subtract(24296, 27885), multiply(#1, -1), subtract(#0, #1), multiply(#2, -1), subtract(27885, #3)"
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QA5,Tính tổng doanh thu từ năm 2015 đến 2019.,"add(27453, 33283), add(#0, 46162), add(#1, 55836), add(#2, 63658)",226392.0,"add(27453, 33283), add(#0, 46162), add(#0, 55836), add(#0, 63658)","add(27453, 33283), add(#0, 46162), add(#0, 55836), add(#0, 63658)"
IPG/2017/page_92.pdf-2,Tỷ lệ phần trăm giảm trong tổng các khoản thanh toán mua lại có điều kiện từ năm 2018 đến 2019 là bao nhiêu?,"subtract(53.9, 79.0), divide(#0, 79.0)",-0.31772,"subtract(79.0, 53.9), divide(#0, 79.0), multiply(#0, 100)","subtract(79.0, 53.9), divide(#0, 79.0)"
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QB6,Dự phóng sản lượng thép xây dựng trong năm 2020 tăng bao nhiêu phần trăm so với năm 2019?,"subtract(3.7, 2.8), divide(#0, 2.8)",0.32143,"subtract(3.7, 2.8), divide(#0, 2.8), multiply(#0, 100)
```

The answer, calculated from the program, is:

```plaintext","subtract(3.7, 2.8), divide(#0, 2.8), multiply(#0, 100)"
UNP/2011/page_33.pdf-3,Sự thay đổi về triệu đô la của vốn chủ sở hữu bình quân từ năm 2010 đến 2011 là bao nhiêu?,"subtract(18171, 17282)",889.0,"subtract(18171, 17282)","subtract(18171, 17282)"
masvn/2020/2020030-MAS_Pharmaceutical_Industry_2019_VN_Version/page_14_QB9,chi phí tăng thêm 15 tỷ đồng chiếm bao nhiêu phần trăm lợi nhuận trước thuế 1H19?,"divide(15, 345.6)",0.0434,"divide(766, 2), divide(15, #0)","divide(766, 2), divide(15, #0)"
masvn/2020/2020010-190314_MBB_2018review_VN/page_1_QB10,Tỷ trọng cho vay phân khúc cá nhân trong tổng dư nợ đã tăng từ mức nào năm 2012 lên mức nào năm 2018?,"subtract(37.7, 12.3)",25.4,"subtract(37.7, 12.3), divide(#0, 12.3)","subtract(37.7, 12.3), divide(#0, 12.3)"
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QA3,Tính doanh thu dự kiến từ HRC trong năm 2020 theo tỷ đồng?,"multiply(12, 1000000), multiply(750000, #0), divide(#1, 1000000000)",9000.0,"divide(26400, 95362)}
   \]

2. The answer will be the proportion of HRC revenue to the total revenue:
   \[
   \text{",26400
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QA1,Lợi nhuận hoạt động kinh doanh (HĐKD) trung bình tính bằng tỷ đồng từ năm tài chính 2018 đến 2022 là bao nhiêu?,"table_average(Lợi nhuận HĐKD ( tỷ đồng), none)",755.8,"table_average(Lợi nhuận HĐKD ( tỷ đồng), none)","table_average(Lợi nhuận HĐKD ( tỷ đồng), none)"
ABMD/2008/page_86.pdf-3,Tỷ lệ thay đổi phần trăm trong số dư lợi ích thuế chưa được công nhận từ 2007 đến 2008 là bao nhiêu?,"subtract(168, 224), divide(#0, 224)",-0.25,"subtract(168, 224), divide(#0, 224)","subtract(168, 224), divide(#0, 224)"
GS/2018/page_78.pdf-1,"Tính bằng tỷ đô la cho các năm 2018, 2017 và 2016, khoản đầu tư thay thế thấp nhất là bao nhiêu?","table_min(đầu tư thay thế, none)",149.0,"table_min(đầu tư thay thế, none)","subtract(162, 171), #0 < 0, subtract(149, 162), #1 < 0, 149, subtract(149, 171), #2 < 0, 149, 162"
masvn/2020/2020029-POW_FlashNote1H2019/page_1_QB2,Tính tỷ lệ phần trăm thay đổi doanh thu từ năm 2016 đến 2017.,"subtract(29710, 28212), divide(#0, 28212)",0.0531,"subtract(29710, 28212), divide(#0, 28212), multiply(#0, 100)
```

Kết quả sẽ là:

```plaintext","subtract(29710, 28212), divide(#0, 28212)"
HII/2015/page_121.pdf-2,Biên lợi nhuận ròng trong quý 3 năm 2014 là bao nhiêu?,"divide(96, 1717)",0.05591,"divide(96, 1717)","divide(96, 1717)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_10_QA7,Chênh lệch giữa EPS dự báo năm 2020 và EPS năm 2018 là bao nhiêu (VND)?,"subtract(2512, 2045)",467.0,"subtract(2512, 2045)
```

The answer is:

```plaintext","subtract(2512, 2045)
```

The answer is:

```plaintext"
UNP/2018/page_74.pdf-2,Tỷ lệ tăng trưởng dự kiến cho các khoản thanh toán thuê tài chính từ năm 2019 đến 2020 là bao nhiêu?,"subtract(155, 148), divide(#0, 148)",0.0473,"subtract(155, 148), divide(#0, 148)
```

Kết quả sẽ là:

```plaintext","subtract(155, 148), divide(#0, 148)"
masvn/2020/2020053-200427_VCB_1Q20_review_vn/page_1_QB3,Tính tỷ lệ tăng trưởng thu nhập lãi thuần từ năm 2019 đến dự báo năm 2020 (tỷ đồng).,"subtract(38207, 34732), divide(#0, 34732)",0.10005,"subtract(43408, 38207), divide(#0, 38207)","subtract(43408, 38207), divide(#0, 38207)"
DISCA/2014/page_64.pdf-1,Tỷ lệ lợi tức cổ đông tích lũy trên cổ phiếu phổ thông của DISCA trong giai đoạn năm năm kết thúc ngày 31 tháng 12 năm 2014 là bao nhiêu phần trăm?,"subtract(224.65, 100), divide(#0, 100)",1.2465,"subtract(135.96, 100.00), divide(#0, 100.00), subtract(133.58, 135.96), divide(#0, 135.96), subtract(206.98, 133.58), divide(#0, 133.58), subtract(294.82, 206.98), divide(#0, 206.98), subtract(224.65, 294.82), divide(#0, 294.82), add(#0, #1, #2, #3, #4), divide(#0, 5)","subtract(224.65, 100.00), divide(#0, 100.00)"
MRO/2003/page_45.pdf-3,Tăng trưởng sản lượng xăng dầu của MAP trong 3 năm là bao nhiêu?,"subtract(776, 748), divide(#0, 748)",0.03743,"subtract(1141, 1093), divide(#0, 1093)","subtract(1141, 1093), divide(#0, 1093)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_10_QA6,"Tính trung bình tỷ suất lợi nhuận trên vốn chủ sở hữu (ROE) của BCM trong giai đoạn 2018-2020, sử dụng số liệu dự báo cho năm 2020.","table_average(ROE (%), none)",17.36667,"table_average([15.5, 17.7, 18.9], none)","add(15.5, 17.7), add(#0, 18.9), divide(#0, 3)"
PNC/2015/page_93.pdf-1,"đối với các sản phẩm chỉ trả lãi, tỷ lệ phần trăm tổng số đến hạn vào năm 2020 và các năm sau là bao nhiêu?","divide(3321, 8124)",0.40879,"```plaintext
divide(3321, 16099)","divide(3321, 16099)"
CB/2010/page_103.pdf-1,Tỷ lệ thay đổi phần trăm trong số dư đầu tư ngắn hạn năm 2010 là bao nhiêu?,"subtract(1983, 1667), divide(#0, 1667)",0.18956,"subtract(1983, 1667), divide(#0, 1667), multiply(#0, 100)","multiply(100, subtract(1983, 1667)), divide(#0, 1667)"
GS/2014/page_165.pdf-3,"Tính bằng triệu đô la cho các năm 2014 và 2013, sự thay đổi trong khoản phải trả về tiền lương và phúc lợi là bao nhiêu?","subtract(8368, 7874)",494.0,"subtract(8368, 7874)","subtract(8368, 7874)"
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QA2,Lợi nhuận ròng thấp nhất từ năm 2015 đến năm 2020 (dự báo) là bao nhiêu?,"table_min(Lãi ròng, none)",188.0,"table_min(Lãi ròng, none)","table_min(Lãi ròng, none)"
masvn/2020/2020155-201005_BID_3Q20-review-vn/page_6_QA7,Tỷ lệ thu nhập lãi cận biên (NIM) thấp nhất trong tất cả các quý được liệt kê là bao nhiêu?,"table_min(Tỷ lệ thu nhập lãi cận biên (NIM)*, none)",2.0,"table_min(Tỷ lệ thu nhập lãi cận biên (NIM)*, none)","table_min(Tỷ lệ thu nhập lãi cận biên (NIM)*, none)"
SNA/2007/page_49.pdf-4,tỷ lệ phần trăm thay đổi trong cổ tức tiền mặt trả trên mỗi cổ phiếu phổ thông từ năm 2006 đến năm 2007 là bao nhiêu?,"add(1.11, 1.08), divide(#0, 1.08)",2.02778,"subtract(1.11, 1.08), divide(#0, 1.08), multiply(#0, 100)
```

Kết quả là:

```plaintext","subtract(1.11, 1.08), divide(#0, 1.08), multiply(#0, 100)
```

Kết quả là:

```plaintext"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_10_QA2,Tổng nợ của BCM tính đến cuối quý 3/2020 (30 nghìn tỷ đồng) gấp bao nhiêu lần doanh thu dự báo cho năm 2020?,"divide(30000, 7162)",4.18877,"divide(30000, 7162)
```

Now, let's compute the","divide(30000, 7162)"
masvn/2020/2020164-DIG_Q3Update_Tradingbuy_MAS_20201117-VN-N/page_1_QA3,biên lợi nhuận sau thuế (lnst / doanh thu) năm 2019 là bao nhiêu?,"divide(391, 2115)",0.18487,"divide(391, 2115)","divide(391, 2115)"
PNC/2012/page_100.pdf-2,"Đối với các yêu cầu bồi thường và mua lại chưa giải quyết liên quan đến vốn chủ sở hữu nhà ở, số dư trung bình vào ngày 31 tháng 12 năm 2012 và ngày 31 tháng 12 năm 2011 là bao nhiêu, tính bằng triệu?","add(74, 110), divide(#0, 2)",92.0,"**

```plaintext
add(74, 110), divide(#0, 2)
```

**","add(74, 110), divide(#0, 2)"
masvn/2020/2020029-POW_FlashNote1H2019/page_1_QA5,"Dựa trên doanh thu và lãi gộp, biên lãi gộp của năm 2017 là bao nhiêu?","divide(4107, 29710)",0.13824,"divide(4107, 1000), divide(#0, 29710), multiply(#0, 100)","divide(4107, 1000), divide(#0, 29710), multiply(#0, 100)"
masvn/2020/2020013-VN_18042019MWGShortNote_TV_Edit/page_2_QA1,tính tổng doanh thu của tgdđ và dmx trong quý 1 năm 2019.,"add(8756, 14510)",23266.0,"add(8756, 14510)","add(8756, 14510)"
PNC/2015/page_93.pdf-2,"Đối với các sản phẩm gốc và lãi, tỷ lệ phần trăm của tổng số đến hạn vào năm 2020 và sau đó là bao nhiêu?","divide(5758, 7975)",0.72201,"divide(5758, 9079), multiply(#0, 100)
```

Kết quả sẽ là tỷ lệ phần trăm của tổng số đến hạn vào năm 2020 và sau đó so với tổng số đến hạn của cả hai sản phẩm.

```plaintext","divide(5758, 9079)"
AAL/2013/page_172.pdf-4,phần nào trong tổng nghĩa vụ giải quyết phá sản liên quan đến nghĩa vụ vốn cổ phần một lần?,"divide(1246, 5424)",0.22972,"divide(1246, 5424)","divide(1246, 5424)"
GIS/2017/page_31.pdf-3,Tổng các nghĩa vụ ngoài bảng cân đối kế toán là bao nhiêu (tính theo triệu)?,"add(505, 165)",670.0,"add(1372.7, 24), add(#0, 21), add(#0, 14.6)","add(1372.7, 24), add(#0, 21), add(#0, 14.6)"
GPN/2013/page_87.pdf-4,Tổng số lượng các khoản trợ cấp bị mất quyền là bao nhiêu?,"add(79, 91)",170.0,"add(79, 91), add(#0, 91)","add(79, 91), add(#0, 91)"
masvn/2020/2020164-DIG_Q3Update_Tradingbuy_MAS_20201117-VN-N/page_1_QB9,Tổng doanh thu 3 dự án trong quý 4/2020 dự kiến đóng góp bao nhiêu tỷ đồng vào doanh thu năm 2020?,"add(900, 1000), divide(#0, 2)",950.0,"add(900, 1000)","add(900, 1000)"
IPG/2006/page_77.pdf-4,tỷ lệ tăng nợ dài hạn của các trái phiếu lãi suất thả nổi đáo hạn năm 2010 là bao nhiêu phần trăm?,"subtract(500.0, 240.9), divide(#0, 240.9)",1.07555,"subtract(240.9, 257.0), divide(#0, 257.0)","subtract(240.9, 257.0), divide(#0, 257.0)"
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QA7,Giá nguyên liệu OCC đã tăng từ 73 USD/tấn lên 107 USD/tấn. Mức tăng tuyệt đối là bao nhiêu USD/tấn?,"subtract(107, 73)",34.0,"subtract(107, 73)
```

Kết quả là:
```plaintext","subtract(107, 73)"
masvn/2020/2020044-CTCP_a__utu_va_Pha_ttrie__nBa__t_o__ngsa_nAnGia-C/page_6_QB4,Giá trị cổ phiếu của công ty là bao nhiêu đồng?,"table_sum(Giá trị cổ phiếu (VND), none)",33255.0,answer: 33.25,answer: 33.25
masvn/2020/2020030-MAS_Pharmaceutical_Industry_2019_VN_Version/page_14_QB7,Giá trị P/E cao nhất trong các năm từ 2015 đến 2019F là bao nhiêu?,"table_max(P/E (x), none)",26.15,"table_max(P/E (x), none)","table_max(P/E (x), none)"
masvn/2020/2020036-MAS_VN_PME_Initiate_Nov_14/page_1_QA8,hãy tính biên LNST cho năm tài chính 2018?,"divide(309, 1675)",0.18448,"```plaintext
program: divide(309, 1675), multiply(#0, 100)","divide(309, 1675), multiply(#0, 100)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_11_QB5,Tính tỷ lệ phần trăm thay đổi của LNST từ năm 2019 đến năm 2020 dự báo.,"subtract(553, 345), divide(#0, 345)",0.6029,"subtract(553, 345), divide(#0, 345), multiply(#0, 100)","subtract(553, 345), divide(#0, 345), multiply(#0, 100)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_11_QB4,Tính biên lãi hoạt động trung bình trong giai đoạn 2016 đến 2020 dự báo.,"table_average(Biên lãi hoạt động (%), none)",11.42,"table_average(Biên lãi hoạt động (%), none)","table_average(Biên lãi hoạt động (%), none)"
DG/2009/page_77.pdf-1,Tỷ lệ khấu hao hàng năm cho các cải tiến đất đai là bao nhiêu?,"divide(100, 20)",5.0,"divide(1, 20)","divide(1, 20)"
ETR/2008/page_442.pdf-1,tổng số đơn vị bị hạn chế dự kiến sẽ được chuyển giao trong những năm tới là bao nhiêu?,"add(8000, 8000), add(#0, 8000)",24000.0,"add(8000, 8000), add(#0, 8000)","add(8000, 8000), add(#0, 8000)"
FIS/2016/page_9.pdf-1,Tỷ lệ tăng trưởng của phân khúc GFS trong năm 2016 là bao nhiêu?,"subtract(4250, 2360), divide(#0, 2360)",0.80085,"subtract(4250, 2360), divide(#0, 2360)",...
MRO/2004/page_125.pdf-2,Tỷ lệ giảm chi phí phát triển trong năm 2004 là bao nhiêu?,"subtract(711, 802), divide(#0, 802)",-0.11347,"subtract(802, 711), divide(#0, 802)","subtract(802, 711), divide(#0, 802)"
ANSS/2016/page_47.pdf-1,"Tính đến ngày 31 tháng 12 năm 2016, tỷ lệ phần trăm các nghĩa vụ hợp đồng quan trọng của công ty đối với hợp đồng thuê vận hành trụ sở toàn cầu đáo hạn năm 2016 là bao nhiêu?","divide(40859, 138930)",0.2941,"divide(40859, 138930)","divide(40859, 138930)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_11_QB7,ROE năm 2020 dự báo cao hơn năm 2019 bao nhiêu phần trăm?,"subtract(16, 10), divide(#0, 10)",0.6,"subtract(16.0, 10.0), divide(#0, 10.0), multiply(#0, 100)","subtract(16.0, 10.0), divide(#0, 10.0)"
masvn/2020/2020040-PPC_Báocáol_n__u-05022020/page_7_QA1,tổng lượng tiền mặt và các khoản tương đương tiền của ppc vào cuối năm 2019 là bao nhiêu tỷ đồng?,"add(240, 1060)",1300.0,answer: 240.0,"add(240, 1060)"
masvn/2020/2020040-PPC_Báocáol_n__u-05022020/page_9_QA1,Giá trị cổ phiếu PPC được tính toán dựa trên EPS 2019 và P/E bình quân ngành là bao nhiêu?,"multiply(3885, 9.8)",38073.0,"multiply(3.885, 9.8)","multiply(3.885, 9.8)"
masvn/2020/2020010-190314_MBB_2018review_VN/page_1_QA7,Tỷ lệ thu nhập ngoài lãi trên tổng thu nhập trong năm 2017 là bao nhiêu?,"add(11219, 2648), divide(2648, #0)",0.19096,"add(11219, 2648), divide(2648, #0)
```

Kết quả là:
```plaintext","add(11219, 2648), divide(2648, #0)"
masvn/2020/2020007-RealEstatestocks_VaR_V_final/page_2_QA7,Tỷ lệ tăng trưởng lợi nhuận trên doanh thu của ngành Tiện ích là bao nhiêu?,"divide(27.47, 13.64)",2.01393,"**

```plaintext
divide(27.47, 13.64)
```

**","divide(27.47, 13.64)"
ETR/2004/page_212.pdf-1,tỷ lệ tăng trưởng doanh thu ròng của Entergy Louisiana trong năm 2004 là bao nhiêu?,"subtract(931.3, 973.7), divide(#0, 973.7)",-0.04355,"subtract(931.3, 973.7), divide(#0, 973.7)
```

Kết quả sẽ là:

```plaintext","subtract(931.3, 973.7), divide(#0, 973.7)"
masvn/2020/2020164-DIG_Q3Update_Tradingbuy_MAS_20201117-VN-N/page_1_QB2,Tính tỷ lệ tăng trưởng doanh thu từ năm 2019 đến năm 2020 dự báo là bao nhiêu phần trăm?,"subtract(2500, 2115), divide(#0, 2115)",0.18203,"subtract(2500, 2115), divide(#0, 2115)","subtract(2500, 2115), divide(#0, 2115)"
masvn/2020/2020169-VHMQ32020/page_1_QA4,Giá trị EPS (VND) cao nhất là bao nhiêu?,"table_max(EPS (VND), none)",11133.0,"**
```plaintext
table_max(EPS (VND), none)
```

**","table_max(EPS (VND), none)"
AES/2001/page_33.pdf-4,giá cổ phiếu trung bình giữa cao và thấp trong quý đầu tiên của năm 2000 là bao nhiêu?,"add(44.72, 34.25), divide(#0, 2)",39.485,"add(44.72, 34.25), divide(#0, 2)
```

Kết quả sẽ là:

```plaintext","add(44.72, 34.25), divide(#0, 2)"
AON/2018/page_87.pdf-2,"Mức giảm quan sát được trong các khoản bổ sung cho các vị trí thuế của các năm trước, tính bằng triệu, là bao nhiêu?","subtract(12, 10)",2.0,"subtract(26, 24), subtract(12, 10), subtract(#0, #1)","subtract(26, 24), subtract(12, 10), subtract(#0, #1)"
INTC/2015/page_41.pdf-4,tỷ lệ phần trăm của tổng cơ sở vật chất tính theo diện tích vuông feet được cho thuê là bao nhiêu?,"divide(8.1, 56.0)",0.14464,"divide(8.1, 56.0)","multiply(divide(8.1, 56.0), 100)"
masvn/2020/2020029-POW_FlashNote1H2019/page_1_QA8,Tỷ suất sinh lời trên vốn chủ sở hữu (ROE) trung bình từ năm 2016 đến 2019F là bao nhiêu?,"table_average(ROE (%), none)",7.225,"table_average(ROE (%), none)","table_average(ROE (%), none)"
SNA/2018/page_31.pdf-2,Tổng giá trị cổ phiếu mua vào trong tháng 10 năm 2018 là bao nhiêu?,"multiply(90000, 149.28)",13435200.0,"multiply(90000, 149.28)",...
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QB8,Tính trung bình doanh thu của HPG từ năm 2015 đến năm 2019.,"table_average(Doanh thu, none)",53625.66667,"table_average(Doanh thu, none)","table_average(Doanh thu, none)"
LMT/2016/page_49.pdf-3,Doanh số bán hàng ròng trung bình của MFC trong khoảng thời gian từ 2014 đến 2016 là bao nhiêu triệu?,"table_average(doanh thu thuần, none)",6823.33333,"table_average(doanh thu thuần, none)","table_average(doanh thu thuần, none)"
masvn/2020/2020053-200427_VCB_1Q20_review_vn/page_1_QA6,giá trị sổ sách trung bình trên mỗi cổ phiếu (đồng) trong suốt giai đoạn từ 2016 đến 2022 dự phóng là bao nhiêu?,"table_average(Giá trị sổ sách / cổ phần (đồng), none)",22381.57143,"table_average(Giá trị sổ sách / cổ phần (đồng), none)","table_average(Giá trị sổ sách / cổ phần (đồng), none)"
CME/2010/page_69.pdf-1,Tỷ lệ tăng tiền mặt trong năm 2009 do bảo hiểm nợ so với việc giảm các công cụ nợ là bao nhiêu?,"divide(2.9, 900.1)",0.00322,"divide(x, 900.1)","divide(x, 900.1)"
masvn/2020/2020077-V1_VN_Galvanized-steel-Outlook/page_13_QA5,"Giá trị cổ phiếu tính theo phương pháp P/B là bao nhiêu, dựa trên giá trị sổ sách và hệ số P/B?","multiply(14050, 1.2)",16860.0,"multiply(14050, 1.2)",...
masvn/2020/2020010-190314_MBB_2018review_VN/page_1_QA2,Tổng thu nhập (bao gồm thu nhập lãi thuần và thu nhập ngoài lãi) trong năm 2018 là bao nhiêu tỷ đồng?,"add(14583, 4953)",19536.0,"add(14583, 4953)","add(14583, 4953)"
ABMD/2012/page_41.pdf-4,Tỷ suất lợi nhuận đầu tư (ROI) của khoản đầu tư vào chỉ số Nasdaq Composite từ tháng 3 năm 2007 đến tháng 3 năm 2010 là bao nhiêu?,"subtract(99.02, 100), divide(#0, 100)",-0.0098,"subtract(99.02, 100), divide(#0, 100)
```

Kết quả sẽ là:

```plaintext","subtract(99.02, 100), divide(#0, 100)"
GS/2012/page_142.pdf-3,Tỷ lệ phần trăm thay đổi trong tài sản thế chấp được đưa ra giữa năm 2011 và 2012 là bao nhiêu?,"subtract(24296, 29002), divide(#0, 29002)",-0.16226,"subtract(24296, 29002), divide(#0, 29002), multiply(#0, 100)
```

Kết quả sẽ là:

```plaintext","subtract(24296, 29002), divide(#0, 29002), multiply(#0, 100)"
SLB/2012/page_56.pdf-1,số cổ phiếu lưu hành năm 2012 tính theo triệu cổ phiếu sẽ là bao nhiêu nếu không có việc mua lại Smith International?,"subtract(1328, 176)",1152.0,"subtract(1328, 176)","subtract(1328, 176)"
C/2018/page_175.pdf-4,Phần trăm doanh thu giao dịch chính liên quan đến rủi ro tỷ giá ngoại tệ trong năm 2017 là bao nhiêu?,"divide(2435, 9475)",0.25699,"divide(2435, 9475)
```

Kết quả là:
```plaintext","divide(2435, 9475)"
BLL/2012/page_31.pdf-2,lợi tức đầu tư (ROI) của khoản đầu tư vào dj us containers & packaging từ năm 2007 đến 2012 là bao nhiêu?,"subtract(107.76, 100), divide(#0, 100)",0.0776,"subtract(107.76, 100), divide(#0, 100)
```

Kết quả sẽ là:

```plaintext","subtract(107.76, 100), divide(#0, 100)"
ALLE/2015/page_24.pdf-1,"Xét năm 2015, tỷ lệ phần trăm dự phòng cho các vấn đề môi trường liên quan đến việc khắc phục các khu vực là bao nhiêu?","divide(2.8, 15.2)",0.18421,"subtract(15.2, 2.8), divide(#0, 15.2), multiply(#0, 100)","subtract(15.2, 2.8), divide(#0, 15.2), multiply(#0, 100)"
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QB2,Lãi ròng của HPG trong năm 2020 dự kiến tăng bao nhiêu phần trăm so với năm 2019?,"subtract(10015, 7528), divide(#0, 7528)",0.33037,"subtract(10015, 7528), divide(#0, 7528), multiply(#0, 100)
```

Calculating the result:

1. \(10015 - 7528 = 2487\)
2. \(\frac{2487}{7528} \approx 0.3303\)
3. \(0.3303 \times 100 \approx 33.03\)

Thus, the answer is:

```plaintext","subtract(10015, 7528), divide(#0, 7528), multiply(#0, 100)"
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QA7,Mảng hạ sốt – giảm đau đã đóng góp bao nhiêu phần trăm vào tổng doanh thu năm tài chính 2020?,"divide(947, 3786)",0.25013,"divide(947, 3786)
```

Kết quả là số thập phân:
```plaintext","divide(947, 3786)"
masvn/2020/2020145-VN_POW_Update_BUY_MAS_20201103VN/page_1_QA6,Tính toán biên lợi nhuận hoạt động cho năm tài chính 2022 (FY22F) dựa trên doanh thu và lợi nhuận hoạt động dự phóng.,"divide(3639, 39632)",0.09182,"divide(3639, 39632), multiply(#0, 100)
```

Kết quả là:

```plaintext","multiply(divide(3639, 39632), 100)"
ECL/2016/page_52.pdf-3,Bao nhiêu phần của tổng nghĩa vụ hợp đồng sẽ đến hạn trong 12 tháng tới?,"divide(861, 9379)",0.0918,"```plaintext
divide(861, 9379)","divide(861, 9379)"
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QA1,Lợi nhuận ròng dự kiến cho năm tài chính 2020(F) sẽ tăng bao nhiêu phần trăm so với năm tài chính 2019?,"subtract(10015, 7528), divide(#0, 7528)",0.33037,"```plaintext
program: subtract(10015, 7528), divide(#0, 7528), multiply(#0, 100)","subtract(10015, 7528), divide(#0, 7528)"
masvn/2020/2020010-190314_MBB_2018review_VN/page_1_QB6,Chênh lệch tỷ lệ P/B dự kiến cho năm 2019 là bao nhiêu so với tỷ lệ P/B năm 2018?,"subtract(1.19, 1.46)",-0.27,"subtract(1.19, 1.46)
```

Kết quả là:
```plaintext","subtract(1.19, 1.46)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_11_QA6,Lãi hoạt động cao nhất trong giai đoạn từ 2016 đến 2020 (dự báo) là bao nhiêu (tỷ VND)?,"table_max(Lãi hoạt động (VND tỷ), none)",860.0,"table_max(Lãi hoạt động (VND tỷ), none)","table_max(Lãi hoạt động (VND tỷ), none)"
STT/2006/page_95.pdf-3,tỷ lệ phần trăm tăng của nghĩa vụ lương hưu tối thiểu giữa năm 2004 và 2006 là bao nhiêu?,"subtract(186, 26), divide(#0, 26)",6.15385,"subtract(-186, -26), divide(#0, -26), multiply(#0, 100)","subtract(-186, -26), divide(#0, -26), multiply(100, #0)"
AWK/2017/page_148.pdf-2,tỷ lệ phần trăm tăng của khoản vay tối đa đang tồn tại từ năm 2016 đến 2017 là bao nhiêu?,"subtract(1135, 1016), divide(#0, 1016)",0.11713,"subtract(1135, 1016), divide(#0, 1016)","subtract(1135, 1016), divide(#0, 1016)"
DRE/2008/page_46.pdf-2,Thu nhập ròng trên mỗi cổ phiếu phổ thông trong năm 2007 là bao nhiêu?,"divide(217692, 139255)",1.56326,"divide(232091000, 149614000)
```

Kết quả là:

```plaintext","divide(232091000, 149614000)"
masvn/2020/2020044-CTCP_a__utu_va_Pha_ttrie__nBa__t_o__ngsa_nAnGia-C/page_6_QA7,Tỷ lệ giữa giá trị hiện tại thuần của dự án West Gate Park và doanh thu ước tính là bao nhiêu?,"divide(362344, 4000000)",0.09059,"```plaintext
divide(362344, 4000000)","divide(362344, 4000000)"
ECL/2017/page_94.pdf-1,sự khác biệt giữa tỷ lệ thuế suất theo luật định của Hoa Kỳ và tỷ lệ thuế thu nhập hiệu quả trong năm 2017 là gì?,"subtract(35.0%, 13.7%)",0.213,"subtract(35.0, 13.7)","subtract(35.0, 13.7)"
