id,question,gold_program,gold_answer,program_step1,program_step2
masvn/2020/2020040-PPC_Báocáol_n__u-05022020/page_9_QA1,Giá trị cổ phiếu PPC được tính toán dựa trên EPS 2019 và P/E bình quân ngành là bao nhiêu?,"multiply(3885, 9.8)",38073.0,,
masvn/2020/2020010-190314_MBB_2018review_VN/page_1_QA7,Tỷ lệ thu nhập ngoài lãi trên tổng thu nhập trong năm 2017 là bao nhiêu?,"add(11219, 2648), divide(2648, #0)",0.19096,,"divide(892, 18600)"
masvn/2020/2020007-RealEstatestocks_VaR_V_final/page_2_QA7,Tỷ lệ tăng trưởng lợi nhuận trên doanh thu của ngành Tiện ích là bao nhiêu?,"divide(27.47, 13.64)",2.01393,,"divide(892, 18600)"
ETR/2004/page_212.pdf-1,tỷ lệ tăng trưởng doanh thu ròng của Entergy Louisiana trong năm 2004 là bao nhiêu?,"subtract(931.3, 973.7), divide(#0, 973.7)",-0.04355,,"divide(892, 18600)"
masvn/2020/2020164-DIG_Q3Update_Tradingbuy_MAS_20201117-VN-N/page_1_QB2,Tính tỷ lệ tăng trưởng doanh thu từ năm 2019 đến năm 2020 dự báo là bao nhiêu phần trăm?,"subtract(2500, 2115), divide(#0, 2115)",0.18203,,
masvn/2020/2020169-VHMQ32020/page_1_QA4,Giá trị EPS (VND) cao nhất là bao nhiêu?,"table_max(EPS (VND), none)",11133.0,,"divide(892, 18600)"
AES/2001/page_33.pdf-4,giá cổ phiếu trung bình giữa cao và thấp trong quý đầu tiên của năm 2000 là bao nhiêu?,"add(44.72, 34.25), divide(#0, 2)",39.485,,"divide(892, 18600)"
AON/2018/page_87.pdf-2,"Mức giảm quan sát được trong các khoản bổ sung cho các vị trí thuế của các năm trước, tính bằng triệu, là bao nhiêu?","subtract(12, 10)",2.0,,"divide(892, 18600)"
INTC/2015/page_41.pdf-4,tỷ lệ phần trăm của tổng cơ sở vật chất tính theo diện tích vuông feet được cho thuê là bao nhiêu?,"divide(8.1, 56.0)",0.14464,,"divide(892, 18600)"
masvn/2020/2020029-POW_FlashNote1H2019/page_1_QA8,Tỷ suất sinh lời trên vốn chủ sở hữu (ROE) trung bình từ năm 2016 đến 2019F là bao nhiêu?,"table_average(ROE (%), none)",7.225,,
SNA/2018/page_31.pdf-2,Tổng giá trị cổ phiếu mua vào trong tháng 10 năm 2018 là bao nhiêu?,"multiply(90000, 149.28)",13435200.0,,"divide(892, 18600)"
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QB8,Tính trung bình doanh thu của HPG từ năm 2015 đến năm 2019.,"table_average(Doanh thu, none)",53625.66667,,
LMT/2016/page_49.pdf-3,Doanh số bán hàng ròng trung bình của MFC trong khoảng thời gian từ 2014 đến 2016 là bao nhiêu triệu?,"table_average(doanh thu thuần, none)",6823.33333,,"divide(892, 18600)"
masvn/2020/2020053-200427_VCB_1Q20_review_vn/page_1_QA6,giá trị sổ sách trung bình trên mỗi cổ phiếu (đồng) trong suốt giai đoạn từ 2016 đến 2022 dự phóng là bao nhiêu?,"table_average(Giá trị sổ sách / cổ phần (đồng), none)",22381.57143,,"divide(892, 18600)"
CME/2010/page_69.pdf-1,Tỷ lệ tăng tiền mặt trong năm 2009 do bảo hiểm nợ so với việc giảm các công cụ nợ là bao nhiêu?,"divide(2.9, 900.1)",0.00322,,"divide(892, 18600)"
masvn/2020/2020077-V1_VN_Galvanized-steel-Outlook/page_13_QA5,"Giá trị cổ phiếu tính theo phương pháp P/B là bao nhiêu, dựa trên giá trị sổ sách và hệ số P/B?","multiply(14050, 1.2)",16860.0,,"divide(892, 18600)"
masvn/2020/2020010-190314_MBB_2018review_VN/page_1_QA2,Tổng thu nhập (bao gồm thu nhập lãi thuần và thu nhập ngoài lãi) trong năm 2018 là bao nhiêu tỷ đồng?,"add(14583, 4953)",19536.0,,"divide(892, 18600)"
ABMD/2012/page_41.pdf-4,Tỷ suất lợi nhuận đầu tư (ROI) của khoản đầu tư vào chỉ số Nasdaq Composite từ tháng 3 năm 2007 đến tháng 3 năm 2010 là bao nhiêu?,"subtract(99.02, 100), divide(#0, 100)",-0.0098,,
GS/2012/page_142.pdf-3,Tỷ lệ phần trăm thay đổi trong tài sản thế chấp được đưa ra giữa năm 2011 và 2012 là bao nhiêu?,"subtract(24296, 29002), divide(#0, 29002)",-0.16226,,"divide(892, 18600)"
SLB/2012/page_56.pdf-1,số cổ phiếu lưu hành năm 2012 tính theo triệu cổ phiếu sẽ là bao nhiêu nếu không có việc mua lại Smith International?,"subtract(1328, 176)",1152.0,,"divide(892, 18600)"
C/2018/page_175.pdf-4,Phần trăm doanh thu giao dịch chính liên quan đến rủi ro tỷ giá ngoại tệ trong năm 2017 là bao nhiêu?,"divide(2435, 9475)",0.25699,,
BLL/2012/page_31.pdf-2,lợi tức đầu tư (ROI) của khoản đầu tư vào dj us containers & packaging từ năm 2007 đến 2012 là bao nhiêu?,"subtract(107.76, 100), divide(#0, 100)",0.0776,,
ALLE/2015/page_24.pdf-1,"Xét năm 2015, tỷ lệ phần trăm dự phòng cho các vấn đề môi trường liên quan đến việc khắc phục các khu vực là bao nhiêu?","divide(2.8, 15.2)",0.18421,,"divide(892, 18600)"
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QB2,Lãi ròng của HPG trong năm 2020 dự kiến tăng bao nhiêu phần trăm so với năm 2019?,"subtract(10015, 7528), divide(#0, 7528)",0.33037,,"divide(892, 18600)"
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QA7,Mảng hạ sốt – giảm đau đã đóng góp bao nhiêu phần trăm vào tổng doanh thu năm tài chính 2020?,"divide(947, 3786)",0.25013,,"divide(892, 18600)"
masvn/2020/2020145-VN_POW_Update_BUY_MAS_20201103VN/page_1_QA6,Tính toán biên lợi nhuận hoạt động cho năm tài chính 2022 (FY22F) dựa trên doanh thu và lợi nhuận hoạt động dự phóng.,"divide(3639, 39632)",0.09182,,
ECL/2016/page_52.pdf-3,Bao nhiêu phần của tổng nghĩa vụ hợp đồng sẽ đến hạn trong 12 tháng tới?,"divide(861, 9379)",0.0918,,
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QA1,Lợi nhuận ròng dự kiến cho năm tài chính 2020(F) sẽ tăng bao nhiêu phần trăm so với năm tài chính 2019?,"subtract(10015, 7528), divide(#0, 7528)",0.33037,,"divide(892, 18600)"
masvn/2020/2020010-190314_MBB_2018review_VN/page_1_QB6,Chênh lệch tỷ lệ P/B dự kiến cho năm 2019 là bao nhiêu so với tỷ lệ P/B năm 2018?,"subtract(1.19, 1.46)",-0.27,,"divide(892, 18600)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_11_QA6,Lãi hoạt động cao nhất trong giai đoạn từ 2016 đến 2020 (dự báo) là bao nhiêu (tỷ VND)?,"table_max(Lãi hoạt động (VND tỷ), none)",860.0,,"divide(892, 18600)"
STT/2006/page_95.pdf-3,tỷ lệ phần trăm tăng của nghĩa vụ lương hưu tối thiểu giữa năm 2004 và 2006 là bao nhiêu?,"subtract(186, 26), divide(#0, 26)",6.15385,,"divide(892, 18600)"
AWK/2017/page_148.pdf-2,tỷ lệ phần trăm tăng của khoản vay tối đa đang tồn tại từ năm 2016 đến 2017 là bao nhiêu?,"subtract(1135, 1016), divide(#0, 1016)",0.11713,,"divide(892, 18600)"
DRE/2008/page_46.pdf-2,Thu nhập ròng trên mỗi cổ phiếu phổ thông trong năm 2007 là bao nhiêu?,"divide(217692, 139255)",1.56326,,"divide(892, 18600)"
masvn/2020/2020044-CTCP_a__utu_va_Pha_ttrie__nBa__t_o__ngsa_nAnGia-C/page_6_QA7,Tỷ lệ giữa giá trị hiện tại thuần của dự án West Gate Park và doanh thu ước tính là bao nhiêu?,"divide(362344, 4000000)",0.09059,,"divide(892, 18600)"
ECL/2017/page_94.pdf-1,sự khác biệt giữa tỷ lệ thuế suất theo luật định của Hoa Kỳ và tỷ lệ thuế thu nhập hiệu quả trong năm 2017 là gì?,"subtract(35.0%, 13.7%)",0.213,,"divide(892, 18600)"
NKE/2009/page_43.pdf-2,Phần trăm của tổng số dư nợ là do các khoản vay phải trả đến hạn vào các ngày được thỏa thuận chung trong vòng một năm kể từ ngày phát hành hoặc theo yêu cầu là bao nhiêu?,"add(342.9, 78.5), divide(342.9, #0)",0.81372,,
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QA6,"Dựa vào doanh thu dự kiến của mảng kháng sinh trong năm tài chính 2020 và tổng doanh thu, doanh thu từ tất cả các mảng khác cộng lại là bao nhiêu tỷ đồng?","subtract(3786, 1506)",2280.0,,"divide(892, 18600)"
masvn/2020/2020077-V1_VN_Galvanized-steel-Outlook/page_13_QB8,Tính giá trị cổ phiếu HSG trung bình dựa trên giá theo từng phương pháp P/E và EV/EBITDA.,"multiply(11963, 0.7), multiply(27789, 0.3), add(#0, #1)",16710.8,,
masvn/2020/2020010-190314_MBB_2018review_VN/page_1_QB2,Tỷ lệ tăng trưởng thu nhập lãi thuần của MBB trong năm 2018 so với năm 2017 là bao nhiêu phần trăm?,"subtract(14583, 11219), divide(#0, 11219)",0.29985,,"divide(892, 18600)"
MRO/2004/page_125.pdf-1,Số dư kết thúc trung bình trong số dư dòng tiền chiết khấu là bao nhiêu?,"table_average(cuối năm, none)",5970.33333,,"divide(892, 18600)"
RSG/2012/page_93.pdf-1,Sự thay đổi trong dự phòng các khoản phải thu khó đòi năm 2012 là bao nhiêu?,"subtract(45.3, 48.1)",-2.8,,"divide(892, 18600)"
masvn/2020/2020053-200427_VCB_1Q20_review_vn/page_1_QA4,tốc độ tăng trưởng thu nhập lãi thuần cả năm từ 2018 đến 2019 là bao nhiêu phần trăm?,"subtract(34732, 28538), divide(#0, 28538)",0.21704,,"divide(892, 18600)"
AMT/2016/page_125.pdf-1,Thay đổi ròng trong số dư các lợi ích thuế chưa được công nhận trong năm 2016 là bao nhiêu?,"subtract(107551, 28114)",79437.0,,"divide(892, 18600)"
masvn/2020/2020053-200427_VCB_1Q20_review_vn/page_1_QA7,lợi nhuận trên mỗi cổ phần (đồng) đã tăng bao nhiêu từ cuối năm 2017 đến cuối năm 2019?,"subtract(4481, 1994)",2487.0,,
masvn/2020/2020007-RealEstatestocks_VaR_V_final/page_2_QB4,Tính mức chênh lệch phần trăm giữa tăng trưởng doanh thu và lợi nhuận của ngành bất động sản.,"subtract(52.04, 23.83)",28.21,,
masvn/2020/2020007-RealEstatestocks_VaR_V_final/page_2_QA4,Chênh lệch giữa tăng trưởng lợi nhuận và tăng trưởng doanh thu của ngành Công nghệ thông tin là bao nhiêu điểm phần trăm?,"subtract(37.70, -13.75)",51.45,,"divide(892, 18600)"
masvn/2020/2020010-190314_MBB_2018review_VN/page_1_QB9,Tính mức tăng trưởng EPS từ năm 2018 đến 2019.,"subtract(3.972, 2.829), divide(#0, 2.829)",0.40403,,
masvn/2020/2020030-MAS_Pharmaceutical_Industry_2019_VN_Version/page_14_QB5,EPS (thu nhập trên mỗi cổ phiếu) giảm bao nhiêu từ năm 2017 đến 2019F?,"subtract(4646, 4913)",-267.0,,"divide(892, 18600)"
masvn/2020/2020040-PPC_Báocáol_n__u-05022020/page_7_QA4,thu nhập trên mỗi cổ phiếu (eps) của ppc đã tăng bao nhiêu từ năm 2018 đến năm 2019?,"subtract(3885, 3501)",384.0,,"divide(892, 18600)"
masvn/2020/2020192-LTG_Companynote_MAS15.12.2020/page_1_QA8,Tính tổng doanh thu từ năm 2016 đến năm 2021(F) (tỷ đồng).,"table_sum(Doanh thu, none)",47014.0,,
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QA8,"Sử dụng tổng doanh thu cho năm tài chính 2021, biên lợi nhuận ròng ngụ ý là bao nhiêu?","divide(743, 3871)",0.19194,,"divide(892, 18600)"
PNC/2012/page_174.pdf-5,"Trong năm 2012, tỷ lệ phần trăm tổng số TDR liên quan đến các khoản vay thương mại là bao nhiêu?","divide(541, 2859)",0.18923,,"divide(892, 18600)"
masvn/2020/2020192-LTG_Companynote_MAS15.12.2020/page_1_QA9,Doanh thu thấp nhất trong giai đoạn từ năm 2016 đến năm 2021(F) là bao nhiêu (tỷ đồng)?,"table_min(Doanh thu, none)",5977.0,,"divide(892, 18600)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_11_QA8,Chênh lệch giữa tỷ lệ P/B khuyến nghị  và P/B dự phóng cho năm 2020 là bao nhiêu?,"subtract(3.38, 2.7)",0.68,,"divide(892, 18600)"
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QB9,"dự báo năm 2020, biên lợi nhuận giảm bao nhiêu phần trăm do biến động nguyên vật liệu?","subtract(21.2%, 19.2%)",0.02,,
SNA/2013/page_84.pdf-1,"năm 2013, tỷ lệ phần trăm của các khoản dự phòng nợ khó đòi là bao nhiêu?","divide(14.9, 546.5)",0.02726,,"divide(892, 18600)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_11_QB2,Tính tỷ lệ phần trăm tăng trưởng doanh thu từ năm 2019 đến năm 2020 dự báo.,"subtract(5474, 4929), divide(#0, 4929)",0.11057,,"divide(892, 18600)"
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QB5,Tính tỷ lệ lợi nhuận hoạt động kinh doanh (LNHĐKD) trung bình trong giai đoạn 2015 đến dự phóng 2020.,"table_average(Tỷ lệ LNHĐKD (%), none)",14.6,,
masvn/2020/2020007-RealEstatestocks_VaR_V_final/page_2_QA8,Tăng trưởng doanh thu trung bình của ngành Y tế và ngành Tiêu dùng thiết yếu là bao nhiêu?,"add(6.05, 6.46), divide(#0, 2)",6.255,,
ETR/2004/page_239.pdf-1,Mức giảm doanh thu bán buôn gộp tính theo phần trăm so với doanh thu ròng năm 2003 là bao nhiêu?,"divide(35.9, 426.6)",0.08415,,"divide(892, 18600)"
masvn/2020/2020036-MAS_VN_PME_Initiate_Nov_14/page_1_QA3,chênh lệch giữa lợi nhuận hoạt động kinh doanh cao nhất và thấp nhất (tỷ VNĐ) trong giai đoạn được hiển thị trong bảng là bao nhiêu?,"table_max(Lợi nhuận HĐKD (VNDbn), none), table_min(Lợi nhuận HĐKD (VNDbn), none), subtract(#0, #1)",132.0,,"divide(892, 18600)"
AAL/2016/page_8.pdf-2,Phần nào trong tổng số nhân viên toàn thời gian của các hoạt động chính là tiếp viên hàng không?,"divide(24700, 101500)",0.24335,,"divide(892, 18600)"
masvn/2020/2020164-DIG_Q3Update_Tradingbuy_MAS_20201117-VN-N/page_1_QA4,Tổng lntt kế hoạch cho năm 2020 là bao nhiêu tỷ đồng?,"divide(172, 26.4%)",651.51515,,"divide(892, 18600)"
masvn/2020/2020192-LTG_Companynote_MAS15.12.2020/page_1_QA7,Doanh thu dự kiến của mảng lương thực – gạo trong năm 2021 là bao nhiêu tỷ đồng?,"add(1, 0.409), multiply(1386, #0)",1952.874,,"divide(892, 18600)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_10_QA1,Tốc độ tăng trưởng lợi nhuận sau thuế (LNST) dự báo cho năm 2020 so với năm 2019 là bao nhiêu phần trăm?,"subtract(2600, 2487), divide(#0, 2487)",0.04544,,"divide(892, 18600)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_10_QB6,Tính phần trăm thay đổi ROE từ năm 2018 đến 2020 dự báo.,"subtract(18.9, 15.5), divide(#0, 15.5)",0.21935,,"table_average(ROE (%), none)"
masvn/2020/2020036-MAS_VN_PME_Initiate_Nov_14/page_1_QB6,Tỷ suất cổ tức của PME cao nhất từ năm 2015 đến năm 2019F là bao nhiêu?,"table_max(Tỷ suất cổ tức (%), none)",0.49,,"divide(892, 18600)"
masvn/2020/2020192-LTG_Companynote_MAS15.12.2020/page_1_QB4,Tỷ lệ biên lợi nhuận gộp chung năm 2020 dự báo so với năm 2019 là bao nhiêu phần trăm?,"divide(23.6, 20.5)",1.15122,,...
masvn/2020/2020155-201005_BID_3Q20-review-vn/page_6_QB8,Tính tổng dự phòng trong quý 3 năm 2020 và quý 4 năm 2020.,"add(5758, 3838)",9596.0,,
UNP/2018/page_74.pdf-3,Tỷ lệ phần trăm của tổng số khoản thanh toán thuê tài chính tối thiểu đến hạn trong năm 2021 là bao nhiêu?,"divide(159, 898)",0.17706,,"divide(892, 18600)"
ETR/2003/page_157.pdf-2,Phần nào trong tổng số nhân viên của Entergy được tuyển dụng tại các hoạt động của Entergy?,"divide(2902, 14773)",0.19644,,"divide(892, 18600)"
JPM/2015/page_137.pdf-4,"Trong năm 2007, tỷ lệ phần trăm của tổng số tiền ký quỹ ròng từ các công cụ phái sinh tín dụng là bao nhiêu?","divide(1423, 59677)",0.02385,,"divide(892, 18600)"
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QA7,"Dựa trên dự báo cho năm 2020, tỷ suất lợi nhuận ròng (lãi ròng/doanh thu) là bao nhiêu?","divide(331, 3243)",0.10207,,"divide(892, 18600)"
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QB4,"So sánh EPS năm 2020 với năm 2019, EPS năm 2020 tăng hay giảm bao nhiêu phần trăm?","subtract(5924, 4830), divide(#0, 4830)",0.2265,,
masvn/2020/2020077-V1_VN_Galvanized-steel-Outlook/page_13_QA2,"Giá trị cổ phiếu tính theo phương pháp P/E là bao nhiêu, dựa trên EPS 2020 và hệ số P/E?","multiply(2175, 5.5)",11962.5,,"divide(892, 18600)"
masvn/2020/2020040-PPC_Báocáol_n__u-05022020/page_7_QA2,"vào cuối năm 2019, khoản phải trả người bán chiếm bao nhiêu phần trăm trong tổng nợ ngắn hạn của ppc?","divide(733, 1284)",0.57087,,"divide(892, 18600)"
masvn/2020/2020030-MAS_Pharmaceutical_Industry_2019_VN_Version/page_14_QA7,chi phí tăng thêm 15 tỷ đồng. Con số này chiếm bao nhiêu phần trăm trong Lợi nhuận hoạt động (OP) dự phóng cho năm 2019?,"divide(15, 766)",0.01958,,"divide(892, 18600)"
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QB6,"So sánh P/E của năm 2019 và dự báo năm 2020, mức giảm là bao nhiêu?","subtract(9.8, 8.1)",1.7,,
FIS/2016/page_9.pdf-4,Phân khúc GFS chiếm bao nhiêu phần trăm trong tổng doanh thu hợp nhất năm 2015?,"divide(2360, 6596)",0.35779,,"divide(892, 18600)"
BLK/2015/page_124.pdf-2,"Giá trị chi phí thuê và một số chi phí thiết bị văn phòng theo các hợp đồng thuê, trong khoảng thời gian từ 2013 đến 2015 là bao nhiêu? Tính bằng triệu đô la.","add(136, 132), add(#0, 137)",405.0,,"table_max(Doanh thu (tỷ), none)"
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QB2,Tính tỷ lệ tăng trưởng lợi nhuận sau thuế (Lãi ròng) từ năm 2018 đến năm 2019.,"subtract(182, 134), divide(#0, 134)",0.35821,,
masvn/2020/2020044-CTCP_a__utu_va_Pha_ttrie__nBa__t_o__ngsa_nAnGia-C/page_6_QB7,Giá trị ròng của công ty (tổng giá trị doanh nghiệp trừ nợ vay) là bao nhiêu triệu đồng?,"subtract(2494125, 1070451)",1423674.0,,"divide(892, 18600)"
PPG/2018/page_85.pdf-2,Tỷ lệ tăng phần trăm trong dự phòng môi trường crôm New Jersey năm 2018 là bao nhiêu?,"subtract(151, 136), divide(#0, 136)",0.11029,,"divide(892, 18600)"
JPM/2018/page_90.pdf-6,"Trong năm 2017, tỷ lệ phần trăm thu nhập lãi ròng của thị trường CIB so với tổng thu nhập lãi được quản lý là bao nhiêu?","divide(4630, 46780)",0.09897,,"divide(892, 18600)"
masvn/2020/2020040-PPC_Báocáol_n__u-05022020/page_7_QB3,Tỷ lệ tăng ROE của PPC từ năm 2016 đến năm 2019 là bao nhiêu phần trăm?,"subtract(21.81, 10.04), divide(#0, 10.04)",1.17231,,"divide(892, 18600)"
masvn/2020/2020164-DIG_Q3Update_Tradingbuy_MAS_20201117-VN-N/page_1_QB4,Tính mức tăng tuyệt đối của EPS từ năm 2019 đến năm 2020 dự báo là bao nhiêu đồng?,"subtract(1659, 1242)",417.0,,
UAA/2016/page_42.pdf-3,Tỷ lệ phần trăm thay đổi tồn kho từ năm 2015 đến 2016 là bao nhiêu?,"subtract(917491, 783031), divide(#0, 783031)",0.17172,,"divide(892, 18600)"
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QB1,Doanh thu của HPG trong năm 2020 dự kiến tăng bao nhiêu phần trăm so với năm 2019?,"subtract(95362, 63658), divide(#0, 63658)",0.49804,,"divide(892, 18600)"
ADBE/2008/page_89.pdf-1,Thay đổi ròng trong tổng nợ phải trả cho các lợi ích thuế chưa được công nhận trong năm 2008 là bao nhiêu?,"subtract(139549, 201808)",-62259.0,,"divide(892, 18600)"
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QA3,Tính tổng doanh thu từ năm 2015 đến năm 2019.,"add(1884, 2162), add(#0, 2497), add(#1, 2856), add(#2, 3252)",12651.0,,
masvn/2020/2020145-VN_POW_Update_BUY_MAS_20201103VN/page_1_QA8,Tỷ suất sinh lời trên vốn chủ sở hữu (ROE) thấp nhất trong giai đoạn được trình bày là bao nhiêu ?,"table_min(ROE (%), none)",0.065,,
SNA/2013/page_84.pdf-3,"Trong năm 2013, bao nhiêu phần trăm các khoản phải thu thương mại và các khoản phải thu khác được xem là các khoản phải thu nghi ngờ?","divide(14.9, 546.5)",0.02726,,"divide(892, 18600)"
masvn/2020/2020013-VN_18042019MWGShortNote_TV_Edit/page_2_QA3,"dựa trên kết quả quý 1 năm 2019, tổng doanh thu kế hoạch cho cả năm 2019 là bao nhiêu?","divide(25017, 23.1%)",108298.7013,,"divide(892, 18600)"
INTC/2015/page_41.pdf-2,Tỷ lệ phần trăm diện tích sở hữu (tính bằng triệu feet vuông) của các cơ sở tại Hoa Kỳ so với tổng diện tích các cơ sở sở hữu là bao nhiêu?,"divide(30.7, 47.9)",0.64092,,"divide(892, 18600)"
TFX/2015/page_89.pdf-3,tổng chi phí tái cấu trúc sẽ là bao nhiêu nếu không bao gồm các năm trước năm 2014?,"add(170, 7819)",7989.0,,"multiply(18.6, 1000), divide(892, #0)"
CME/2017/page_89.pdf-1,Sự biến động giữa tỷ lệ chi phí thuế hiệu quả và tỷ lệ thuế liên bang Hoa Kỳ theo luật định trong năm 2016 là gì?,"subtract(35%, 32.9%)",0.021,,"divide(892, 18600)"
AMT/2016/page_49.pdf-3,tỷ lệ tăng trưởng giá cổ phiếu từ giá trị cao nhất trong quý kết thúc ngày 31 tháng 12 năm 2016 đến giá đóng cửa ngày 17 tháng 2 năm 2017 là bao nhiêu?,"subtract(108.11, 118.09), divide(#0, 118.09)",-0.08451,,"divide(892, 18600)"
masvn/2020/2020192-LTG_Companynote_MAS15.12.2020/page_1_QB10,Tỷ lệ cổ tức trên thị giá năm 2021 dự báo thay đổi bao nhiêu phần trăm so với năm 2019?,"subtract(3.9, 7.6), divide(#0, 7.6)",-0.48684,,"divide(892, 18600)"
masvn/2020/2020164-DIG_Q3Update_Tradingbuy_MAS_20201117-VN-N/page_1_QA1,tỷ lệ thay đổi doanh thu từ năm 2018 đến năm 2019 là bao nhiêu?,"subtract(2115, 2345), divide(#0, 2345)",-0.09808,,"divide(892, 18600)"
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QA5,Doanh thu quý 1/2020 chiếm bao nhiêu phần trăm trong tổng doanh thu dự báo cho cả năm 2020?,"divide(671, 2147)",0.31253,,"divide(892, 18600)"
masvn/2020/2020155-201005_BID_3Q20-review-vn/page_6_QB6,"So sánh tỷ lệ lợi nhuận trên tổng tài sản (ROA) quý 3 năm 2020 với quý 3 năm 2019, mức chênh lệch là bao nhiêu?","subtract(0.6, 0.5)",0.1,,
DISCA/2011/page_49.pdf-4,Cổ phiếu loại B có vượt trội hơn cổ phiếu loại A dựa trên tổng lợi nhuận 5 năm không?,"greater(217.56, 296.67)",no,,"divide(892, 18600)"
GIS/2017/page_31.pdf-1,"Trong năm 2017, tỷ lệ phần trăm của tổng các khoản thanh toán tiền mặt ước tính trong tương lai theo các nghĩa vụ hợp đồng hiện có liên quan đến nợ dài hạn đến hạn trong năm 2018 là bao nhiêu?","divide(604.2, 8290.6)",0.07288,,"divide(892, 18600)"
WRK/2018/page_107.pdf-2,"Tổng số dư năm 2018 là bao nhiêu, nếu công ty bao gồm cả các khoản lãi và phạt?","subtract(127.1, 70.4)",56.7,,"divide(892, 18600)"
LMT/2016/page_49.pdf-1,Tỷ lệ tăng trưởng doanh thu thuần từ năm 2015 đến năm 2016 là bao nhiêu?,"subtract(6608, 6770), divide(#0, 6770)",-0.02393,,"divide(892, 18600)"
UPS/2012/page_32.pdf-4,lợi tức đầu tư (ROI) của khoản đầu tư vào UPS từ năm 2008 đến 2009 là bao nhiêu?,"subtract(86.42, 80.20), divide(#0, 80.20)",0.07756,,
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QB1,Doanh thu của DHC tăng bao nhiêu phần trăm từ năm 2018 đến năm 2019?,"subtract(1430, 927), divide(#0, 927)",0.54261,,"divide(892, 18600)"
masvn/2020/2020036-MAS_VN_PME_Initiate_Nov_14/page_1_QA2,phần trăm thay đổi của lợi nhuận sau thuế (LNST) từ năm 12/18 đến 12/19F là bao nhiêu?,"subtract(307, 309), divide(#0, 309)",-0.00647,,"divide(892, 18600)"
BLL/2006/page_67.pdf-2,Tài sản cố định chiếm bao nhiêu phần trăm trong tổng tài sản ròng đã mua cho các thương vụ mua lại Can và Alcan?,"divide(239.5, 802.6)",0.29841,,"divide(892, 18600)"
D/2002/page_87.pdf-1,"Các khoản thanh toán ước tính theo các cam kết về đường ống dẫn khí tự nhiên và công suất lưu trữ trong ba năm tới tổng cộng là bao nhiêu, tính bằng triệu?","add(34, 23), add(13, #0)",70.0,,"divide(892, 18600)"
MO/2014/page_62.pdf-2,Cổ phiếu bị hạn chế và cổ phiếu hoãn lại được cấp quyền trong năm 2014 chiếm bao nhiêu phần trăm lợi nhuận ròng thuộc về Altria Group Inc. trong năm 2014?,"divide(86, 5070)",0.01696,,"divide(892, 18600)"
APD/2016/page_40.pdf-2,"Xét các năm 2014-2016, thu nhập hoạt động trung bình là bao nhiêu?","table_average(thu nhập hoạt động, none)",822.06667,,"divide(892, 18600)"
masvn/2020/2020040-PPC_Báocáol_n__u-05022020/page_7_QA5,tỷ suất sinh lợi trên vốn chủ sở hữu (roe) đã thay đổi như thế nào từ năm 2017 đến năm 2018?,"subtract(20.18, 16.01)",4.17,,
masvn/2020/2020030-MAS_Pharmaceutical_Industry_2019_VN_Version/page_14_QB1,Doanh thu (Revenue) lớn nhất của công ty trong giai đoạn năm 2017 là bao nhiêu VNDbn?,"table_max(Revenue (VNDbn), none)",4063.0,,"multiply(18.6, 1000), divide(892, #0)"
masvn/2020/2020013-VN_18042019MWGShortNote_TV_Edit/page_2_QA7,Biên lợi nhuận ròng cho quý 1 năm 2019 là bao nhiêu phần trăm.,"divide(1041, 25017)",0.04161,,"divide(892, 18600)"
masvn/2020/2020013-VN_18042019MWGShortNote_TV_Edit/page_2_QA5,tính tổng số cửa hàng của công ty vào đầu năm 2019.,"subtract(2266, 79)",2187.0,,"divide(892, 18600)"
